Gene stable ID	CDD ID
FBgn0030545	
FBgn0030545	
FBgn0030545	
FBgn0030545	
FBgn0040467	
FBgn0040467	
FBgn0040467	
FBgn0040467	
FBgn0040467	
FBgn0040467	
FBgn0040467	
FBgn0040467	
FBgn0033056	
FBgn0033056	
FBgn0033056	
FBgn0038756	
FBgn0038756	
FBgn0038756	
FBgn0038756	
FBgn0038756	
FBgn0038756	
FBgn0034165	cd16890
FBgn0034165	cd16890
FBgn0034165	cd16890
FBgn0039627	cd02440
FBgn0039627	cd02440
FBgn0039627	cd02440
FBgn0035543	
FBgn0035543	
FBgn0035543	
FBgn0052774	
FBgn0052774	
FBgn0052774	
FBgn0052774	
FBgn0052774	
FBgn0052774	
FBgn0052774	
FBgn0052774	
FBgn0035839	cd20289
FBgn0035839	cd20289
FBgn0035839	cd20289
FBgn0045476	
FBgn0045476	
FBgn0045476	
FBgn0045476	
FBgn0045476	
FBgn0045476	
FBgn0042696	
FBgn0042696	
FBgn0042696	
FBgn0042696	
FBgn0264746	
FBgn0264746	
FBgn0264746	
FBgn0264746	
FBgn0264746	
FBgn0264746	
FBgn0037087	
FBgn0037087	
FBgn0037087	
FBgn0037087	
FBgn0037087	
FBgn0037087	
FBgn0015756	
FBgn0015756	
FBgn0015756	
FBgn0015756	
FBgn0015756	
FBgn0015756	
FBgn0015756	
FBgn0015756	
FBgn0015756	
FBgn0031813	
FBgn0031813	
FBgn0031813	
FBgn0031813	
FBgn0031813	
FBgn0031813	
FBgn0031813	
FBgn0031813	
FBgn0031813	
FBgn0031813	
FBgn0031813	
FBgn0031813	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0036059	
FBgn0039436	
FBgn0039436	
FBgn0039436	
FBgn0030645	
FBgn0030645	
FBgn0030645	
FBgn0030645	
FBgn0050443	
FBgn0050443	
FBgn0050443	
FBgn0011554	cd00190
FBgn0011554	cd00190
FBgn0011554	cd00190
FBgn0029791	cd04273
FBgn0029791	cd04273
FBgn0029791	cd04273
FBgn0029791	cd04273
FBgn0029791	cd04273
FBgn0029791	cd04273
FBgn0029791	cd04273
FBgn0029791	cd04273
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00054
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0051092	cd00112
FBgn0028408	cd01615
FBgn0028408	cd01615
FBgn0028408	cd01615
FBgn0028408	cd01615
FBgn0028408	cd01615
FBgn0028408	cd01615
FBgn0028408	cd01615
FBgn0028408	cd01615
FBgn0028408	cd01615
FBgn0028408	cd01615
FBgn0028408	cd01615
FBgn0028408	cd01615
FBgn0039089	
FBgn0039089	
FBgn0039089	
FBgn0039089	
FBgn0039089	
FBgn0039089	
FBgn0064119	
FBgn0064119	
FBgn0064119	
FBgn0064119	
FBgn0064119	
FBgn0064119	
FBgn0064119	
FBgn0064119	
FBgn0064119	
FBgn0284083	
FBgn0284083	
FBgn0284083	
FBgn0284083	
FBgn0284083	
FBgn0284083	
FBgn0032582	
FBgn0032582	
FBgn0032582	
FBgn0032582	
FBgn0032582	
FBgn0032582	
FBgn0250820	
FBgn0250820	
FBgn0250820	
FBgn0250820	
FBgn0250820	
FBgn0250820	
FBgn0283651	
FBgn0283651	
FBgn0283651	
FBgn0283651	
FBgn0283651	
FBgn0283651	
FBgn0283651	
FBgn0283651	
FBgn0283651	
FBgn0283651	
FBgn0283651	
FBgn0283651	
FBgn0284229	
FBgn0284229	
FBgn0284229	
FBgn0035016	cd12379
FBgn0035016	cd12379
FBgn0035016	cd12379
FBgn0035016	cd12379
FBgn0011288	cd15885
FBgn0011288	cd15889
FBgn0011288	cd15885
FBgn0011288	cd15889
FBgn0031053	
FBgn0031053	
FBgn0031053	
FBgn0031053	
FBgn0031053	
FBgn0031053	
FBgn0031053	
FBgn0031053	
FBgn0031053	
FBgn0031053	
FBgn0031053	
FBgn0031053	
FBgn0038886	cd03784
FBgn0038886	cd03784
FBgn0038886	cd03784
FBgn0039966	cd04123
FBgn0039966	cd04123
FBgn0039966	
FBgn0036595	
FBgn0036595	
FBgn0036595	
FBgn0036773	
FBgn0036773	
FBgn0036773	
FBgn0036773	
FBgn0036773	
FBgn0036773	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0002579	
FBgn0265725	
FBgn0265725	
FBgn0265725	
FBgn0265725	
FBgn0033121	cd11056
FBgn0033121	cd11056
FBgn0033121	cd11056
FBgn0033121	cd11056
FBgn0033121	cd11056
FBgn0033121	cd11056
FBgn0033121	cd11056
FBgn0033121	cd11056
FBgn0033121	cd11056
FBgn0032725	cd01806
FBgn0032725	cd01806
FBgn0032725	cd01806
FBgn0032725	cd01806
FBgn0032725	cd01806
FBgn0032725	cd01806
FBgn0034730	
FBgn0034730	
FBgn0034730	
FBgn0030966	cd02111
FBgn0030966	cd02111
FBgn0030966	cd02111
FBgn0030966	cd02111
FBgn0038243	
FBgn0038243	
FBgn0038243	
FBgn0038243	
FBgn0038243	
FBgn0038243	
FBgn0283468	cd00200
FBgn0283468	cd00200
FBgn0283468	cd00200
FBgn0283468	cd00200
FBgn0283468	cd00200
FBgn0283468	cd00200
FBgn0283468	cd22183
FBgn0283468	cd22183
FBgn0283468	cd22183
FBgn0283468	cd00200
FBgn0283468	cd00200
FBgn0283468	cd00200
FBgn0038598	
FBgn0038598	
FBgn0038598	
FBgn0038407	cd17317
FBgn0038407	cd17317
FBgn0038407	cd17317
FBgn0029647	
FBgn0029647	
FBgn0029647	
FBgn0029647	
FBgn0038627	cd16669
FBgn0038627	cd16669
FBgn0038627	cd16669
FBgn0038627	cd16669
FBgn0038627	cd16669
FBgn0038627	cd16669
FBgn0038627	cd16669
FBgn0038627	cd16669
FBgn0038627	cd16669
FBgn0041174	cd05468
FBgn0041174	cd05468
FBgn0041174	cd05468
FBgn0041174	cd05468
FBgn0041174	cd05468
FBgn0041174	cd05468
FBgn0034755	
FBgn0034755	
FBgn0034755	
FBgn0034755	
FBgn0034755	
FBgn0034755	
FBgn0083961	
FBgn0083961	
FBgn0083961	
FBgn0027597	
FBgn0027597	
FBgn0027597	
FBgn0030207	cd10747
FBgn0030207	cd10747
FBgn0030207	cd10747
FBgn0030207	cd10747
FBgn0030207	cd06257
FBgn0030207	cd06257
FBgn0030207	cd06257
FBgn0030207	cd06257
FBgn0027654	cd06257
FBgn0027654	cd06257
FBgn0027654	cd06257
FBgn0027654	cd06257
FBgn0027654	cd06257
FBgn0027654	cd06257
FBgn0027654	cd06257
FBgn0027654	cd06257
FBgn0027654	cd06257
FBgn0037236	cd22149
FBgn0037236	cd22149
FBgn0037236	cd22149
FBgn0037236	cd22149
FBgn0037236	cd22149
FBgn0037236	cd22149
FBgn0003890	cd02187
FBgn0003890	cd02187
FBgn0003890	cd02187
FBgn0003890	cd02187
FBgn0003890	cd02187
FBgn0003890	cd02187
FBgn0035964	cd05334
FBgn0035964	cd05334
FBgn0035964	cd05334
FBgn0035964	cd05334
FBgn0035964	cd05334
FBgn0035964	cd05334
FBgn0035964	cd05334
FBgn0035964	cd05334
FBgn0035964	cd05334
FBgn0014848	
FBgn0014848	
FBgn0014848	
FBgn0261686	
FBgn0261686	
FBgn0261686	
FBgn0261686	
FBgn0261686	
FBgn0261686	
FBgn0261686	
FBgn0261686	
FBgn0261686	
FBgn0035997	
FBgn0035997	
FBgn0035997	
FBgn0035997	
FBgn0035997	
FBgn0035997	
FBgn0030251	cd21159
FBgn0030251	cd21159
FBgn0030251	cd21159
FBgn0030251	cd21159
FBgn0030251	cd21159
FBgn0030251	cd21159
FBgn0030251	cd21159
FBgn0030251	cd21159
FBgn0283434	
FBgn0283434	
FBgn0283434	
FBgn0283434	
FBgn0026389	
FBgn0026389	
FBgn0026389	
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0000463	cd00054
FBgn0052736	
FBgn0052736	
FBgn0052736	
FBgn0052736	
FBgn0052736	
FBgn0052736	
FBgn0052736	
FBgn0052736	
FBgn0032709	
FBgn0032709	
FBgn0032709	
FBgn0032615	cd05356
FBgn0032615	cd05356
FBgn0032615	cd05356
FBgn0039761	
FBgn0039761	
FBgn0039761	
FBgn0016976	
FBgn0016976	
FBgn0016976	
FBgn0016976	
FBgn0051415	
FBgn0051415	
FBgn0051415	
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd00992
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0264006	cd07357
FBgn0034068	cd17129
FBgn0034068	cd17129
FBgn0034068	cd17129
FBgn0034068	cd14413
FBgn0034068	cd14413
FBgn0034068	cd14413
FBgn0034068	cd02990
FBgn0034068	cd02990
FBgn0034068	cd02990
FBgn0034068	cd01771
FBgn0034068	cd01771
FBgn0034068	cd01771
FBgn0034068	cd17130
FBgn0034068	cd17130
FBgn0034068	cd17130
FBgn0034068	cd02990
FBgn0034068	cd02990
FBgn0034068	cd02990
FBgn0034068	cd01771
FBgn0034068	cd01771
FBgn0034068	cd01771
FBgn0034068	cd17130
FBgn0034068	cd17130
FBgn0034068	cd17130
FBgn0034068	cd14413
FBgn0034068	cd14413
FBgn0034068	cd14413
FBgn0034068	cd17129
FBgn0034068	cd17129
FBgn0034068	cd17129
FBgn0034068	cd14413
FBgn0034068	cd14413
FBgn0034068	cd14413
FBgn0034068	cd17129
FBgn0034068	cd17129
FBgn0034068	cd17129
FBgn0034068	cd01771
FBgn0034068	cd01771
FBgn0034068	cd01771
FBgn0034068	cd02990
FBgn0034068	cd02990
FBgn0034068	cd02990
FBgn0034068	cd17130
FBgn0034068	cd17130
FBgn0034068	cd17130
FBgn0037970	
FBgn0037970	
FBgn0037970	
FBgn0037970	
FBgn0037970	
FBgn0037970	
FBgn0030242	
FBgn0030242	
FBgn0030242	
FBgn0030242	
FBgn0030242	
FBgn0030242	
FBgn0030242	
FBgn0030242	
FBgn0261523	
FBgn0261523	
FBgn0261523	
FBgn0031857	cd20337
FBgn0031857	cd20337
FBgn0031857	cd20337
FBgn0031857	cd19815
FBgn0031857	cd19815
FBgn0031857	cd19815
FBgn0031857	cd16631
FBgn0031857	cd16631
FBgn0031857	cd16631
FBgn0031857	cd20351
FBgn0031857	cd20351
FBgn0031857	cd20351
FBgn0031857	cd19815
FBgn0031857	cd19815
FBgn0031857	cd19815
FBgn0031857	cd19815
FBgn0031857	cd19815
FBgn0031857	cd19815
FBgn0031857	cd19815
FBgn0031857	cd19815
FBgn0031857	cd19815
FBgn0031857	cd20351
FBgn0031857	cd20351
FBgn0031857	cd20351
