Gene stable ID	CDD ID
LOC105314213	
LOC105314213	
LOC109583532	
LOC105313839	
LOC109587001	
LOC109587831	
LOC100631422	cd09633
LOC100631422	cd02907
LOC100631422	cd16620
LOC105313356	
LOC105314718	
LOC109581274	
LOC100635008	
LOC105314700	
LOC105313664	
LOC105313119	
LOC109582893	cd01670
LOC100635117	
LOC105316430	cd09078
LOC109590806	
LOC109590635	
LOC100640861	
LOC109587068	
LOC109588472	
LOC109587800	cd01670
LOC109588091	
LOC105312124	
LOC100637560	cd00200
LOC100637560	cd00200
LOC100637560	cd00200
LOC100633118	cd02248
LOC100640193	cd22767
LOC100636166	
LOC109581386	cd00065
LOC109581386	cd06257
LOC105312823	
LOC105312823	
LOC105312823	
LOC105312823	
LOC109591892	
LOC109585047	
LOC105314627	
LOC109587809	
LOC109580501	cd00201
LOC109580501	cd21433
LOC109580501	cd00201
LOC109581191	
LOC100633993	
LOC100633993	
LOC100640189	cd01080
LOC100633892	
LOC100633892	
LOC109587083	
LOC105316852	cd15040
LOC105316852	cd00096
LOC100637551	cd00087
LOC105316717	cd16569
LOC105316717	cd18793
LOC105316717	cd18793
LOC105316717	cd16569
LOC105316717	cd18793
LOC105316717	cd16569
LOC105316717	cd18793
LOC105316717	cd16569
LOC105313974	
LOC109589918	
LOC100641334	cd02572
LOC100641334	cd21148
LOC100641334	cd21148
LOC100641334	cd02572
LOC100641334	cd02572
LOC100641334	cd21148
LOC100641334	cd21148
LOC100641334	cd02572
LOC109582254	
LOC109582239	
LOC105313072	
LOC105312077	cd10507
LOC109583512	cd15047
LOC100638461	
LOC109592035	cd17039
LOC100635946	
LOC109587070	
LOC100639606	
LOC109589373	
LOC100632664	cd00873
LOC100635848	
LOC100634118	cd18787
LOC100634118	cd18046
LOC100640500	
LOC109591750	
LOC109585715	
LOC109590691	
LOC109583075	
LOC109591114	
LOC100634017	cd16226
LOC100635788	cd09633
LOC109581912	
LOC109586728	
LOC100633773	
LOC109580938	
LOC100632353	
LOC109581528	
LOC100636039	cd17047
LOC109582160	
LOC100634485	cd00056
LOC100636336	cd07302
LOC100636336	cd07302
LOC100636336	cd07302
LOC100636336	cd07302
LOC100636336	cd07302
LOC100636336	cd07302
LOC109585148	
LOC109590529	
LOC100641306	
LOC100635426	cd00392
LOC109581520	
LOC105316700	cd00519
LOC109588150	
LOC100639361	cd00192
LOC109592519	
LOC105316321	
LOC109581953	
LOC105316499	
LOC109585271	
LOC109580387	
LOC109580387	
LOC109580387	
LOC100639910	
LOC105312258	cd04515
LOC100641262	cd02736
LOC100641262	cd02583
LOC100632807	
LOC109585289	
LOC109588237	
LOC100641007	cd21180
LOC100641007	cd00992
LOC100641007	cd21180
LOC100641007	cd00992
LOC109592638	
LOC100634462	
LOC109588157	cd13114
LOC109588157	cd13114
LOC100638288	
LOC100632838	
LOC105315729	cd22673
LOC105315729	cd22673
LOC105315729	cd22673
LOC109585817	
LOC109591397	
LOC109584822	
LOC100639186	
LOC100639186	
LOC105315488	
LOC105312967	
LOC100633881	
LOC100635636	
LOC105311934	cd16651
LOC109585491	
LOC109590064	
LOC105316807	
LOC105316807	
LOC105316807	
LOC100633023	
LOC109586031	
LOC109588468	
LOC100634828	
LOC100637525	
LOC109587451	
LOC100634671	
LOC105314733	
LOC109581244	cd01670
LOC100634881	
LOC100638847	cd16655
LOC100638847	cd00200
LOC100641579	cd18793
LOC100641579	cd17999
LOC100641579	cd18793
LOC100641579	cd17999
LOC109588036	
LOC100639212	cd05819
LOC100632314	cd11872
LOC100632314	cd11684
LOC100632314	cd11684
LOC100632314	cd11872
LOC100632314	cd11684
LOC100632314	cd11872
LOC100635133	
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC100639049	cd00054
LOC105315306	
LOC109586529	
LOC100632250	cd14119
LOC100634708	cd00195
LOC109590238	
LOC100633547	cd01562
LOC100633547	cd01562
LOC100633547	cd01562
LOC109593768	
LOC105315403	
LOC109582508	
LOC105312725	
LOC105316673	cd00190
LOC100635403	cd16926
LOC100635403	cd03484
LOC105313292	cd00201
LOC105313292	cd19172
LOC105313292	cd00201
LOC105313292	cd19172
LOC100642107	
LOC100636036	cd06141
LOC100636036	cd06141
LOC100633073	cd16181
LOC100636905	cd01742
LOC100636905	cd01742
LOC109580805	
LOC100636711	cd21853
LOC100635860	cd08760
LOC109590313	cd00009
LOC109588674	cd01670
LOC100640105	
LOC109583447	
LOC109591213	
LOC109593216	
LOC100640071	
LOC105313775	
LOC105315229	
LOC100637510	
LOC109582573	
LOC100634808	cd02083
LOC105313469	
LOC105315205	
LOC109582291	
LOC100637794	cd01871
LOC100636542	cd01671
LOC100636542	cd15557
LOC100636542	cd15802
LOC109584014	
LOC109592823	
LOC100635875	
LOC109587735	
LOC109586977	
LOC109586977	
LOC105316385	
LOC100632584	
LOC100636674	
LOC100636685	cd21155
LOC100636685	cd11609
LOC100636270	cd07029
LOC109589859	
LOC100632829	
LOC109582994	
LOC100638015	cd00821
LOC100638015	cd00821
LOC109592175	cd20435
LOC109580334	
LOC100632014	cd00033
LOC105312830	
LOC100632431	cd00054
LOC105312502	
LOC109591018	
LOC100638723	cd09019
LOC100640366	cd05575
LOC105313465	
LOC105313517	
LOC105315301	
LOC109588718	
LOC100640736	
LOC100631855	cd01398
LOC100633443	cd05169
LOC109585020	cd00063
LOC109587698	
LOC109587698	
LOC109587698	
LOC109580384	
LOC109589734	
LOC109580419	cd06366
LOC109580419	cd15047
LOC105312426	
LOC100638978	cd02907
LOC100638978	cd01439
LOC109584897	
LOC105316177	
LOC100635489	
LOC100639887	
LOC109584823	
LOC109584823	
LOC109584823	
LOC109584823	
LOC100641726	
LOC100631992	cd00154
LOC105316232	
LOC109580294	cd00038
LOC109580294	cd00038
LOC109580294	cd00038
LOC109580294	cd00038
LOC100633671	
LOC100633671	
LOC100639547	cd19499
LOC105316012	
LOC100635295	cd00381
LOC109590879	
LOC100634953	cd01882
LOC100634953	cd01882
LOC109583411	
LOC105315937	
LOC109588501	
LOC105313368	cd00096
LOC105313368	cd00096
LOC100635398	cd10230
LOC109581889	cd20351
LOC109586966	
LOC100638469	cd21134
LOC109593349	
LOC100636014	
LOC109591187	
LOC105315324	
LOC109582431	
LOC100634716	
LOC100641074	
LOC100641074	
LOC100641074	
LOC100641511	
LOC100641469	
LOC109582861	
LOC109582861	
LOC100634073	
LOC100640811	
LOC100637672	cd16018
LOC105312357	
LOC109589061	
LOC100641013	
LOC100641013	
LOC109582944	
LOC109583359	
LOC109583359	
LOC109583359	
LOC100636903	cd04017
LOC100636903	cd08374
LOC100636903	cd04037
LOC100636903	cd08373
LOC100636903	cd04018
LOC100636903	cd04011
LOC100636903	cd04011
LOC100636903	cd08374
LOC100636903	cd04018
LOC100636903	cd04037
LOC100636903	cd04017
LOC100636903	cd08373
LOC100635691	cd00110
LOC100641515	
LOC100641515	
LOC100641515	
LOC100641515	
LOC100641515	
LOC105314713	
LOC109589932	
LOC109588918	
LOC100635174	
LOC100631945	
LOC109581607	
LOC109581679	
LOC109581405	
LOC109581405	
LOC105314194	
LOC105312672	
LOC105312672	
LOC100638532	
LOC100638532	
LOC100638532	
LOC100638532	
LOC109583821	cd15843
LOC109583821	
LOC105315705	
LOC100640960	
LOC105314463	
LOC105314463	
LOC105312717	
LOC105314862	
LOC109582185	
LOC109584643	
LOC105315973	
LOC100631956	
LOC109581500	
LOC109591345	
LOC100641668	
LOC109583846	
LOC109583846	
LOC100633774	cd00527
LOC105314151	cd00637
LOC100634078	
LOC109583061	cd01670
LOC100635311	cd00201
LOC109580577	
LOC105315433	cd05819
LOC105315433	cd19756
LOC100635338	cd00200
LOC109592110	
LOC100638647	cd01335
LOC109580622	
LOC100631937	cd16264
LOC100631937	cd04167
LOC100631937	cd01683
LOC100631937	cd04098
LOC100631937	cd04090
LOC109582301	
LOC109586804	
LOC105315381	
LOC100634109	
LOC109586573	
LOC109584221	cd01670
LOC109584221	cd01670
LOC109590005	
LOC109593232	
LOC100633786	
LOC100640658	
LOC109591075	
LOC109592278	
LOC100640435	
LOC109592448	
LOC109583755	cd00063
LOC100637359	
LOC109582583	
LOC109587752	
LOC100638651	
LOC109583922	
LOC109583922	
LOC109583922	
LOC100633669	
LOC100638746	
LOC100633379	cd01091
LOC109592848	
LOC109592848	
LOC100633319	
LOC100633319	
LOC100633319	
LOC100635223	
LOC100640634	
LOC100638807	
LOC109593725	cd02022
LOC109593774	
LOC100634217	cd07557
LOC109582419	
LOC109585156	cd22979
LOC109585156	cd01428
LOC109587832	
LOC105312030	cd00055
LOC105312030	cd00055
LOC105312030	cd00055
LOC105312030	cd00055
LOC105312030	cd00055
LOC105312030	cd00055
LOC105312030	cd00055
LOC105312030	cd00055
LOC105312030	cd00055
LOC105312030	cd00055
LOC105312030	cd00055
LOC105312030	cd00055
LOC105312030	cd00055
LOC105315835	
LOC109591773	
LOC100636582	
LOC100635639	cd06608
LOC109583073	
LOC100631520	
LOC100631520	
LOC100631520	
LOC100637304	
LOC109584277	
LOC109588629	
LOC100639966	
LOC109587109	
LOC109582790	cd00087
LOC100636183	cd16183
LOC109591624	
LOC105315965	cd05819
LOC105313157	
LOC109582917	
LOC100642121	
LOC109591071	
LOC109582449	cd01670
LOC100635307	cd16500
LOC109588615	
LOC100632609	
LOC100641168	
LOC105313534	
LOC109585348	
LOC109585348	
LOC109581192	
LOC109580374	
LOC105313742	cd08760
LOC105313742	cd08760
LOC105313742	cd08760
LOC109590186	
LOC109590186	
LOC100634400	cd18113
LOC100634400	cd18116
LOC100634400	cd01132
LOC109584168	
LOC100632534	cd05132
LOC100632534	cd05132
LOC109591801	
LOC105312468	
LOC105312394	
LOC109583774	
LOC109589073	
LOC109587847	
LOC105313460	cd01670
LOC100641070	cd00047
LOC109592690	
LOC109589022	
LOC100636469	
LOC105312057	
LOC109582060	
LOC109582060	
LOC109582060	
LOC100633270	cd00192
LOC100633270	cd00096
LOC109587771	
LOC100632732	cd00195
LOC109589219	
LOC100636916	
LOC100639696	cd00349
LOC109581208	
LOC105313374	
LOC109587756	cd01670
LOC105313596	
LOC109588932	
LOC109587532	
LOC105316749	
LOC109592191	
LOC100640600	
LOC100640600	
LOC109590445	
LOC105313750	
LOC109584024	cd01670
LOC100635769	
LOC109593066	
LOC109587849	
LOC109585401	cd00063
LOC109585401	cd00063
LOC109585401	cd00063
LOC109585401	cd00063
LOC109590830	
LOC109590830	
LOC109590830	
LOC109583343	
LOC109588822	
LOC105316380	
LOC105314534	
LOC105314534	
LOC109588094	
LOC109588094	
LOC109588094	
LOC100641585	
LOC109593843	
LOC105312310	
LOC100631933	cd09020
LOC100631933	cd09020
LOC109586999	
LOC109583927	
LOC105315625	
LOC109589659	
LOC105313372	cd04515
LOC105316719	cd00109
LOC105316719	cd00109
LOC105316719	cd01450
LOC105316719	cd19941
LOC105316719	cd19941
LOC105316719	cd00109
LOC105315153	
LOC109588318	
LOC109593532	
LOC100640220	
LOC105314327	cd11375
LOC109589622	
LOC109585638	
LOC109585304	
LOC100637260	cd08294
LOC100637260	cd08294
LOC100637260	cd08294
LOC100637260	cd08294
LOC100639785	cd07521
LOC100639785	cd17729
LOC100633545	
LOC109581344	
LOC100633170	cd01673
LOC100638128	cd00192
LOC100638128	cd00192
LOC100638128	cd00192
LOC100637219	
LOC100633172	
LOC109582157	
LOC100635517	cd06592
LOC100631877	cd03250
LOC100631877	cd03244
LOC100631877	cd18579
LOC100631877	cd03244
LOC100631877	cd18579
LOC100631877	cd03250
LOC100631877	cd18579
LOC100631877	cd03244
LOC100631877	cd03250
LOC109582150	
LOC100631703	
LOC100641341	cd07835
LOC100635949	
LOC109589246	cd01671
LOC100641629	cd22717
LOC100635776	
LOC109583286	
LOC105313346	
LOC105314969	cd00096
LOC105314969	cd00096
LOC105314969	cd00096
LOC105314969	cd00063
LOC109592973	
LOC100632401	cd22963
LOC100636128	
LOC100640654	
LOC109584957	
LOC109580511	
LOC105314566	cd00063
LOC105314566	cd00063
LOC109583135	cd01670
LOC109583135	cd01670
LOC109583135	cd01670
LOC109583135	cd01670
LOC109583135	cd01670
LOC100640289	cd05068
LOC100640289	cd11845
LOC100640289	cd09933
LOC100641624	cd17089
LOC100641624	cd10569
LOC100641624	cd17090
LOC100641624	cd14473
LOC100641624	cd12150
LOC100636246	cd16261
LOC100636246	cd01681
LOC100636246	cd16268
LOC109588582	
LOC100638945	cd00077
LOC100638945	cd00077
LOC100638945	cd00077
LOC105314873	cd05819
LOC105314873	cd19757
LOC105314575	cd01650
LOC105316437	
LOC109581330	
LOC105316323	
LOC105313635	
LOC109584918	
LOC109582272	
LOC100632613	
LOC109581518	cd00084
LOC100640124	
LOC100640124	
LOC109583729	
LOC109585187	
LOC100632897	
LOC105312696	cd19176
LOC109583852	
LOC105316962	
LOC105311935	
LOC109584331	
LOC100636665	
LOC109581994	
LOC109581994	
LOC100639429	cd00198
LOC105314661	
LOC105314661	
LOC100631974	cd17755
LOC109582818	
LOC109593445	
LOC100641282	
LOC100636902	
LOC105315687	
LOC109588047	
LOC100640226	cd13237
LOC100640226	cd00160
LOC100640226	cd13389
LOC100640226	cd13389
LOC100640226	cd00160
LOC100640226	cd13237
LOC109584223	cd01670
LOC109584223	cd01670
LOC109581309	
LOC109581309	
LOC109586375	
LOC109591837	
LOC109586027	cd00637
LOC105312970	
LOC100634023	
LOC100636895	
LOC109587972	
LOC109583961	
LOC109583961	
LOC100638173	
LOC109584893	cd01670
LOC109584893	cd01670
LOC109582780	
LOC109592282	
LOC100634710	
LOC100637783	cd00780
LOC100637783	cd00780
LOC109582692	cd00063
LOC109584750	
LOC100631827	
LOC100631827	
LOC100634877	
LOC109580612	
LOC109588644	cd09274
LOC109588644	cd01647
LOC109589195	
LOC100642091	cd14660
LOC109588750	
LOC105314054	cd00637
LOC105314054	cd00637
LOC109586864	cd00065
LOC109586864	cd06257
LOC109580360	cd01670
LOC100632960	
LOC109581324	
LOC109583738	
LOC109583360	cd00037
LOC100636118	cd16479
LOC100634607	cd12872
LOC105313403	
LOC105316841	
LOC109580869	cd00192
LOC100632442	
LOC100632442	
LOC109583501	
LOC109583501	
LOC105316570	cd03445
LOC100637708	cd17093
LOC100637708	cd14473
LOC100637708	cd13199
LOC100640443	cd00063
LOC100640443	cd00063
LOC100640443	cd00063
LOC100640443	cd00063
LOC100640443	cd00063
LOC100640443	cd00063
LOC100639524	
LOC105312331	
LOC105313523	cd01670
LOC105312996	
LOC105313655	
LOC105316045	
LOC100639992	
LOC105313601	
LOC109587199	
LOC100636888	cd00842
LOC109581508	
LOC100636160	cd00096
LOC100636160	cd00096
LOC100636160	cd00096
LOC105313581	cd19868
LOC105313581	cd19867
LOC105313581	cd19868
LOC105313581	cd19867
LOC105313581	cd19868
LOC109589753	
LOC100635465	
LOC100635465	
LOC100637518	cd12260
LOC105316288	
LOC100635953	
LOC109582512	cd01670
LOC100632879	
LOC100641929	
LOC109592337	
LOC109590642	
LOC109583638	
LOC109592669	
LOC100634532	cd20340
LOC100634532	cd21382
LOC100634532	cd17039
LOC109584305	
LOC100636950	
LOC100638690	
LOC109582674	
LOC109582674	
LOC100638425	
LOC100636956	cd11557
LOC105314717	cd01087
LOC109583737	
LOC100639546	cd05927
LOC100637275	
LOC105312904	
LOC105312904	
LOC100641140	
LOC109587211	
LOC109587791	
LOC109587791	
LOC109585191	cd06268
LOC105315887	
LOC109583762	cd00064
LOC109583762	cd00064
LOC109583762	cd00064
LOC100635150	
LOC100636729	cd16443
LOC100638977	
LOC109582889	
LOC109582889	
LOC105315036	
LOC100632862	cd07957
LOC100632862	cd07957
LOC109592863	
LOC105314647	
LOC105312167	cd04105
LOC109581174	
LOC109583010	
LOC100631836	
LOC100641050	
LOC100641050	
LOC100641050	
LOC109585262	
LOC105314832	
LOC109581756	
LOC100631658	
LOC100631658	
LOC100636892	cd00047
LOC100640499	
LOC105314060	
LOC109593663	
LOC100635582	cd00054
LOC100635582	cd00054
LOC100635582	cd11304
LOC100635582	cd00054
LOC100635582	cd11304
LOC100635582	cd00054
LOC100635582	cd11304
LOC100635582	cd00054
LOC100635582	cd11304
LOC100635582	cd00054
LOC100635582	cd00054
LOC100635582	cd11304
LOC100635582	cd11304
LOC100635582	cd00054
LOC100635582	cd11304
LOC100635582	cd00110
LOC100635582	cd11304
LOC100635582	cd00054
LOC100635582	cd11304
LOC100635582	cd11304
LOC100635582	cd00054
LOC100635582	cd11304
LOC100635582	cd11304
LOC100635582	cd11304
LOC100635582	cd00110
LOC100635582	cd11304
LOC109589855	
LOC100637646	
LOC109585835	cd17039
LOC109585835	cd01670
LOC109585835	cd17039
LOC109585835	cd17039
LOC100639967	
LOC100633531	
LOC109590004	
LOC109590004	
LOC109590004	
LOC109590004	
LOC109590004	
LOC109590004	
LOC109589871	
LOC105315982	
LOC100634514	
LOC100634810	cd02440
LOC109580328	
LOC109582103	cd01670
LOC105315962	
LOC109588268	
LOC105315573	
LOC100633910	
LOC100636156	cd02257
LOC100639092	cd14506
LOC100639092	cd14506
LOC100640580	
LOC100635694	cd00051
LOC109582947	
LOC109587657	
LOC100639982	
LOC109588419	
LOC100638979	cd07990
LOC109593347	
LOC109582568	
LOC100632824	
LOC100633605	
LOC109592189	
LOC109580479	
LOC105316754	
LOC105315591	
LOC109591935	
LOC100642084	cd14458
LOC109587326	
LOC100638467	cd12694
LOC100638467	cd12424
LOC100638467	cd12689
LOC100638467	cd12427
LOC100637742	
LOC100639787	
LOC100639787	
LOC109582598	cd00096
LOC109582598	cd00063
LOC109582598	cd00096
LOC109582598	cd00063
LOC109582598	cd00096
LOC109582598	cd00063
LOC109582598	cd00096
LOC109582598	cd00063
LOC105315357	
LOC109586439	
LOC100635495	
LOC109587661	
LOC100638952	cd19500
LOC105315136	
LOC105313070	
LOC109586528	
LOC100632778	cd03406
LOC109582599	cd00086
LOC100639549	
LOC100631917	
LOC109582397	
LOC105315492	
LOC100641455	
LOC105313564	
LOC105312960	cd04738
LOC105312960	cd04738
LOC100631776	cd00266
LOC100638739	
LOC105315197	cd01670
LOC100641035	cd03302
LOC100641035	cd03302
LOC109581391	
LOC109581391	
LOC109592199	
LOC109581221	cd03784
LOC109592334	
LOC109583002	
LOC109584564	
LOC109584564	
LOC109584674	
LOC105311996	
LOC109592593	
LOC109582697	
LOC100635939	
LOC100635939	
LOC109587404	
LOC100633677	
LOC100632104	
LOC100641973	cd00200
LOC100641973	cd22948
LOC105315635	cd11304
LOC105315635	cd11304
LOC105315635	cd11304
LOC105315635	cd11304
LOC105315635	cd11304
LOC105315635	cd11304
LOC105315635	cd11304
LOC105315635	cd11304
LOC105315635	cd11304
LOC105315635	cd11304
LOC109581429	
LOC100632161	cd11385
LOC100632161	cd11385
LOC105316537	
LOC109585989	
LOC100637049	
LOC109592147	
LOC100635115	
LOC100635115	
LOC100631426	
LOC109593678	
LOC109587436	
LOC105313915	
LOC105313915	
LOC109582908	
LOC109592261	
LOC105314251	
LOC100633029	
LOC109585739	
LOC100633272	
LOC109581775	
LOC109581420	cd00054
LOC109581420	cd00054
LOC109581420	cd00054
LOC109581420	cd00054
LOC109581420	cd00054
LOC109587021	
LOC105315502	
LOC109587282	cd01670
LOC100634089	cd18579
LOC100634089	cd03244
LOC100639031	cd04371
LOC109582678	cd18808
LOC109582678	cd18808
LOC105312172	cd12823
LOC100642050	
LOC109588137	
LOC109588834	
LOC109593572	
LOC109582866	
LOC109593140	
LOC105313471	
LOC105315333	
LOC100638540	
LOC100638540	
LOC100638540	
LOC109592068	
LOC105313079	
LOC109591270	
LOC109584160	
LOC100638265	cd14494
LOC100637989	cd12369
LOC100637989	cd12366
LOC100637989	cd12367
LOC100637989	cd12368
LOC105315037	cd04515
LOC100638849	
LOC109581749	cd00063
LOC109589629	
LOC105312166	cd09509
LOC105312166	cd09509
LOC105312166	cd09509
LOC105312166	cd09509
LOC109592869	
LOC100639439	cd16517
LOC109584694	cd01670
LOC100634261	cd00866
LOC109592290	cd00882
LOC100637163	cd21092
LOC105312427	
LOC100637513	cd04301
LOC105314422	
LOC105314422	
LOC109582688	cd00882
LOC109586064	
LOC109586064	
LOC109588272	cd00022
LOC109590318	
LOC100640703	
LOC109583969	
LOC100640517	
LOC100640093	
LOC109586847	
LOC100635774	cd12173
LOC109584771	
LOC109584105	
LOC105312884	
LOC109583757	
LOC109589934	
LOC100633965	
LOC105314361	
LOC105314136	
LOC100633050	cd04280
LOC109582630	
LOC109584620	cd00637
LOC100636771	
LOC105315622	
LOC105312483	cd10791
LOC109583306	cd00096
LOC109583306	cd00054
LOC109588562	cd01670
LOC105312089	
LOC100640613	
LOC109588144	
LOC109580423	
LOC109580423	
LOC109580423	
LOC105312138	
LOC105312138	
LOC109590555	
LOC100634162	
LOC100636071	
LOC105315107	
LOC105313197	
LOC109586326	cd01670
LOC109580588	
LOC105314640	cd16620
LOC105312802	
LOC109589767	
LOC109592542	
LOC100639970	cd03696
LOC100639970	cd04094
LOC100639970	cd01889
LOC105312985	
LOC105314797	
LOC109582720	
LOC109586674	
LOC100638022	cd02909
LOC109591098	cd14270
LOC100635558	
LOC100635558	
LOC100639013	
LOC105314145	
LOC109581891	cd05819
LOC100634344	
LOC100634344	
LOC109581757	
LOC109583948	
LOC105316573	
LOC109583775	
LOC109591226	
LOC109589948	
LOC100640330	
LOC109584296	cd01670
LOC109581263	cd01671
LOC109593070	
LOC109592025	
LOC100632565	cd02883
LOC109587943	
LOC109587373	cd00077
GeneID_100638185	cd00054
GeneID_100638185	cd00054
GeneID_100638185	cd00054
GeneID_100638185	cd00054
LOC100633715	
LOC109581193	
LOC109584908	
LOC109590541	
LOC105313782	cd00047
LOC109582258	
LOC109582258	
LOC100634742	
LOC105315611	
LOC100636634	
LOC100633277	
LOC100638946	
LOC109584034	
LOC100640363	cd01801
LOC109593821	
LOC109592727	cd09631
LOC100638297	cd00501
LOC100632219	
LOC100634549	
LOC100637539	cd01087
LOC100633098	cd07979
LOC109588080	
LOC105312125	
LOC100633481	
LOC100634880	cd16029
LOC100634880	cd16029
LOC105312961	
LOC100640871	
LOC109587615	
LOC100635211	
LOC109582770	
LOC100641612	
LOC100631400	
LOC100636110	
LOC100632298	
LOC105314911	
LOC109592925	
LOC100632211	
LOC109590197	
LOC109584119	cd19757
LOC105316424	cd11711
LOC105316424	cd21692
LOC109583595	
LOC109583595	cd01670
LOC100632557	
GeneID_100616079	cd06916
GeneID_100616079	cd06916
LOC105314294	
LOC109580506	
LOC105315864	
LOC105312856	
LOC109587288	
LOC100640609	
LOC100634926	
LOC100633083	
LOC109581157	
LOC109581157	
LOC100637483	cd05125
LOC109591856	
LOC109592418	
LOC100634069	
LOC105316918	
LOC100633528	cd00160
LOC100633528	cd00176
LOC100633528	cd00160
LOC109592483	
LOC109586177	
LOC109586177	
LOC100639162	cd19511
LOC109590028	
LOC109585311	
LOC100641648	cd00033
LOC100641648	cd00033
LOC100641648	cd00033
LOC100641648	cd00033
LOC100641648	cd00033
LOC100641648	cd00033
LOC100641648	cd00033
LOC109580580	
LOC109580580	
LOC100640952	
LOC105316925	
LOC100633598	
LOC100638333	
LOC109585492	
LOC109585492	
LOC109585492	
LOC109585492	
LOC100638466	
LOC105315106	
LOC100633711	
LOC109588054	
LOC109587766	
LOC109589593	cd01670
LOC109581308	
LOC100636698	cd14686
LOC105313538	
LOC100633331	
LOC109591219	cd01670
LOC109592916	
LOC109585358	
LOC100632927	
LOC100635363	
LOC109584039	
LOC100632194	
LOC109581836	
LOC105313669	
LOC109585993	
LOC105312036	cd00992
LOC109584977	
LOC109580430	
LOC109589531	cd01670
LOC100636891	
LOC105316454	
LOC105314141	cd01670
LOC109586250	
LOC109580382	
LOC109580382	
LOC109580382	
LOC105311969	
LOC100637688	
LOC100637688	
LOC109583316	cd00198
LOC109583316	cd00198
LOC109583316	cd00195
LOC105312971	cd00063
LOC105312971	cd00063
LOC105312971	cd00096
LOC105316827	
LOC100634754	
LOC100634784	
LOC109589247	
LOC100635476	
LOC109584309	
LOC109581898	cd05819
LOC100638549	
LOC100640903	cd05353
LOC100640903	cd03448
LOC109590611	
LOC100639949	cd18793
LOC100634855	
LOC105316083	
LOC100633012	cd19799
LOC100633012	cd16463
LOC100633012	cd19799
LOC100633012	cd16463
LOC100635090	
LOC100635090	
LOC100635090	
LOC109592489	
LOC100640717	
LOC109590414	
LOC100638395	cd03001
LOC100638395	cd03001
LOC100634168	
LOC109590220	
LOC105316746	
LOC109583057	
LOC109593587	
LOC100638264	cd00084
LOC100633968	cd00610
LOC100638909	cd05927
LOC109593815	cd01670
LOC109581661	
LOC109580607	
LOC109591922	
LOC105316390	
LOC109590554	
LOC105312238	
LOC100641926	cd05596
LOC100641926	cd20813
LOC109585054	
LOC100635252	
LOC109583742	cd01670
LOC109580738	
LOC109581269	
